ID	geneLength	allCountsMulti	filteredCountsMulti	dupRateMulti	dupsPerIdMulti	RPKMulti	PKMMulti	allCounts	filteredCounts	dupRate	dupsPerId	RPK	RPKM
YAL069W	315	1	1	0	0	3.17460317460317	32.302934333949	1	1	0	0	3.17460317460317	32.302934333949
YAL068W-A	255	0	0	NA	0	0	0	0	0	NA	0	0	0
YAL068C	363	20	17	0.15	3	55.0964187327824	560.629438853661	19	16	0.157894736842105	3	52.3415977961432	532.597966910978
YAL067W-A	228	0	0	NA	0	0	0	0	0	NA	0	0	0
YAL067C	1782	5	5	0	0	2.80583613916947	28.5505732749549	5	5	0	0	2.80583613916947	28.5505732749549
YAL066W	309	0	0	NA	0	0	0	0	0	NA	0	0	0
YAL065C	387	3	3	0	0	7.75193798449612	78.8792582573174	0	0	NA	0	0	0
YAL064W-B	381	3	3	0	0	7.8740157480315	80.1214513007397	3	3	0	0	7.8740157480315	80.1214513007397
YAL064C-A	381	0	0	NA	0	0	0	0	0	NA	0	0	0
YAL064W	285	2	2	0	0	7.01754385964912	71.4064864224136	1	1	0	0	3.50877192982456	35.7032432112068
YAL063C-A	291	2	2	0	0	6.87285223367698	69.9341877332917	2	2	0	0	6.87285223367698	69.9341877332917
YAL063C	3969	24	24	0	0	6.04686318972033	61.5293987313315	8	8	0	0	2.01562106324011	20.5097995771105
YAL062W	1374	37	25	0.324324324324324	12	26.9286754002911	274.010698444087	34	22	0.352941176470588	12	24.745269286754	251.793614786459
YAL061W	1254	91	81	0.10989010989011	10	72.5677830940989	738.407984595414	89	79	0.112359550561798	10	70.9728867623604	722.179237681229
YAL060W	1149	126	107	0.150793650793651	19	109.660574412533	1115.84287529542	126	107	0.150793650793651	19	109.660574412533	1115.84287529542
YAL059C-A	423	0	0	NA	0	0	0	0	0	NA	0	0	0
YAL059W	639	46	35	0.239130434782609	11	71.9874804381847	732.503158840253	46	35	0.239130434782609	11	71.9874804381847	732.503158840253
YAL058W	1509	56	48	0.142857142857143	8	37.1106693174288	377.616806925686	56	48	0.142857142857143	8	37.1106693174288	377.616806925686
YAL056C-A	351	0	0	NA	0	0	0	0	0	NA	0	0	0
YAL056W	2643	135	121	0.103703703703704	14	51.0783200908059	519.743580231246	135	121	0.103703703703704	14	51.0783200908059	519.743580231246
