Gene ID	Gene Name	Reference	Strand	Start	End	Coverage	FPKM	TPM
YAL068C	PAU8	I	-	1807	2169	1.303030	161.985458	395.634766
YAL067W-A	YAL067W-A	I	+	2480	2707	0.000000	0.000000	0.000000
YAL067C	SEO1	I	-	7235	9016	0.000000	0.000000	0.000000
YAL066W	YAL066W	I	+	10091	10399	0.000000	0.000000	0.000000
YAL065C	YAL065C	I	-	11565	11951	0.000000	0.000000	0.000000
YAL064W-B	YAL064W-B	I	+	12046	12426	0.000000	0.000000	0.000000
YAL064C-A	TDA8	I	-	13363	13743	0.000000	0.000000	0.000000
YAL064W	YAL064W	I	+	21566	21850	0.000000	0.000000	0.000000
YAL063C-A	YAL063C-A	I	-	22395	22685	0.000000	0.000000	0.000000
YAL063C	FLO9	I	-	24000	27968	0.000000	0.000000	0.000000
YAL062W	GDH3	I	+	31567	32940	0.000000	0.000000	0.000000
YAL061W	BDH2	I	+	33448	34701	0.000000	0.000000	0.000000
YAL060W	BDH1	I	+	35155	36303	4.543081	564.770569	1379.400879
YAL059C-A	YAL059C-A	I	-	36496	36918	0.000000	0.000000	0.000000
YAL059W	ECM1	I	+	36509	37147	5.994211	745.167053	1820.002808
YAL058W	CNE1	I	+	37464	38972	3.302850	410.591980	1002.833618
YAL056C-A	YAL056C-A	I	-	38696	39046	0.000000	0.000000	0.000000
YAL056W	GPB2	I	+	39259	41901	2.441165	303.472076	741.203003
YAL055W	PEX22	I	+	42177	42719	0.000000	0.000000	0.000000
YAL054C	ACS1	I	-	42881	45022	0.000000	0.000000	0.000000
YAL053W	FLC2	I	+	45899	48250	4.874574	605.980042	1480.051025
YAL051W	OAF1	I	+	48564	51707	2.045642	254.302841	621.111572
YAL049C	AIM2	I	-	51855	52595	3.831309	476.287079	1163.287842
YAL048C	GEM1	I	-	52801	54789	0.000000	0.000000	0.000000
YAL047W-A	YAL047W-A	I	+	54584	54913	0.000000	0.000000	0.000000
YAL047C	SPC72	I	-	54989	56857	1.295880	161.096603	393.463837
YAL046C	AIM1	I	-	57029	57385	3.717087	462.087616	1128.607056
YAL045C	YAL045C	I	-	57488	57796	0.000000	0.000000	0.000000
YAL044W-A	YAL044W-A	I	+	57518	57850	1.648649	204.950882	500.573914
YAL044C	GCV3	I	-	57950	58462	11.543859	1435.068359	3505.024414
YAL043C	PTA1	I	-	58695	61052	3.027990	376.422913	919.378723
YAL042C-A	YAL042C-A	I	-	61231	61608	0.000000	0.000000	0.000000
YAL042W	ERV46	I	+	61316	62563	13.767227	1711.465210	4180.098145
YAL041W	CDC24	I	+	62840	65404	3.171930	394.316742	963.082764
YAL040C	CLN3	I	-	65778	67520	3.628227	451.041046	1101.626709
YAL039C	CYC3	I	-	68716	69525	1.349383	167.747803	409.708771
YAL038W	CDC19	I	+	71786	73288	727.723206	90466.507812	220956.218750
YAL037C-B	YAL037C-B	I	-	72326	73300	4.302027	534.804138	1306.210449
YAL037C-A	YAL037C-A	I	-	73426	73518	0.000000	0.000000	0.000000
YAL037W	YAL037W	I	+	74020	74823	0.000000	0.000000	0.000000
YAL036C	RBG1	I	-	75043	76152	7.456982	927.010620	2264.139160
YAL035W	FUN12	I	+	76427	79435	21.771021	2706.452393	6610.264160
YAL034C-B	YAL034C-B	I	-	79489	79842	0.000000	0.000000	0.000000
YAL034W-A	MTW1	I	+	79718	80587	1.096552	136.317261	332.942505
YAL034C	FUN19	I	-	80710	81951	1.300322	161.648819	394.812531
YAL033W	POP5	I	+	82706	83227	2.666667	331.505249	809.671448
YAL032C	PRP45	I	-	83335	84474	2.594737	322.563324	787.831543
YAL031W-A	YAL031W-A	I	+	84669	84977	0.000000	0.000000	0.000000
YAL031C	GIP4	I	-	84749	87031	1.172361	145.741409	355.960144
YAL030W	SNC1	I	+	87286	87752	5.666667	704.448547	1720.551636
YAL029C	MYO4	I	-	87855	92270	5.342844	664.192688	1622.230347
YAL028W	FRT2	I	+	92900	94486	0.000000	0.000000	0.000000
YAL027W	SAW1	I	+	94687	95472	0.000000	0.000000	0.000000
YAL026C-A	YAL026C-A	I	-	95386	95823	1.835431	228.170593	557.285950
YAL026C	DRS2	I	-	95630	99697	5.084134	632.031311	1543.679077
HRA1	HRA1	I	+	99305	99868	0.000000	0.000000	0.000000
YAL025C	MAK16	I	-	100225	101145	3.925081	487.944275	1191.759521
YAL024C	LTE1	I	-	101565	105872	1.768338	219.829956	536.914734
YAL023C	PMT2	I	-	106272	108551	18.690788	2323.534912	5675.022949
YAL022C	FUN26	I	-	108877	110430	3.058136	380.170502	928.531860
YAL021C	CCR4	I	-	110846	113359	5.360581	666.397705	1627.615723
YAL020C	ATS1	I	-	113614	114615	0.000000	0.000000	0.000000
YAL019W-A	YAL019W-A	I	+	114250	114819	0.000000	0.000000	0.000000
YAL019W	FUN30	I	+	114919	118314	3.940224	489.826782	1196.357422
YAL018C	LDS1	I	-	118564	119541	0.000000	0.000000	0.000000
YAL017W	PSK1	I	+	120225	124295	2.671579	332.115845	811.162842
YAL016C-B	YAL016C-B	I	-	124307	124492	0.000000	0.000000	0.000000
YAL016C-A	YAL016C-A	I	-	124755	125069	0.000000	0.000000	0.000000
YAL016W	TPD3	I	+	124879	126786	9.377358	1165.741211	2847.216797
YAL015C	NTG1	I	-	126903	128102	1.005833	125.039574	305.397797
YAL014C	SYN8	I	-	128252	129019	4.260417	529.631409	1293.576538
YAL013W	DEP1	I	+	129270	130487	1.145320	142.379837	347.749786
YAL012W	CYS3	I	+	130799	131983	37.913078	4713.143555	11511.424805
YAL011W	SWC3	I	+	132199	134076	1.522364	189.251846	462.230438
YAL010C	MDM10	I	-	134184	135665	1.139676	141.678192	346.036102
YAL009W	SPO7	I	+	135854	136633	0.000000	0.000000	0.000000
YAL008W	FUN14	I	+	136914	137510	1.350921	167.939011	410.175751
YAL007C	ERP2	I	-	137698	138345	15.101853	1877.378540	4585.326660
tP(UGG)A	TRN1	I	+	139152	139254	0.000000	0.000000	0.000000
YAL005C	SSA1	I	-	139503	141431	362.479126	45061.390625	110058.359375
YAL004W	YAL004W	I	+	140760	141407	0.000000	0.000000	0.000000
YAL003W	EFB1	I	+	142174	143160	224.128830	27862.451172	68051.507812
snR18	snR18	I	+	142367	142468	17.598040	2187.690674	5343.235352
YAL002W	VPS8	I	+	143707	147531	1.193464	148.364822	362.367584
YAL001C	TFC3	I	-	147594	151166	1.380132	171.570343	419.044983
YAR002W	NUP60	I	+	152257	153876	4.483333	557.343079	1361.259766
YAR002C-A	ERP1	I	-	154065	154724	19.628031	2440.047607	5959.594727
YAR003W	SWD1	I	+	155005	156285	1.970336	244.941223	598.246704
YAR007C	RFA1	I	-	156754	158619	3.866560	480.669281	1173.990967
YAR008W	SEN34	I	+	158966	159793	0.000000	0.000000	0.000000
YAR009C	YAR009C	I	-	160597	164187	784.883301	97572.335938	238311.562500
YAR010C	YAR010C	I	-	164544	165866	863.643799	107363.406250	262225.343750
tA(UGC)A	TGA1	I	+	166267	166339	0.000000	0.000000	0.000000
YAR014C	BUD14	I	-	166742	168871	4.014554	499.067078	1218.925903
YAR015W	ADE1	I	+	169375	170295	8.289631	1030.520874	2516.953613
YAR018C	KIN3	I	-	170396	171703	1.699541	211.277496	516.026123
YAR019C	CDC15	I	-	172211	175135	1.107692	137.702118	336.324921
YAR019W-A	YAR019W-A	I	+	174998	175330	0.000000	0.000000	0.000000
YAR020C	PAU7	I	-	176856	177023	0.000000	0.000000	0.000000
YAR023C	YAR023C	I	-	179281	179820	0.000000	0.000000	0.000000
