Gene ID	Gene Name	Reference	Strand	Start	End	Coverage	FPKM	TPM
YAL069W	YAL069W	I	+	335	649	0.000000	0.000000	0.000000
YAL068W-A	YAL068W-A	I	+	538	792	0.000000	0.000000	0.000000
YAL068C	PAU8	I	-	1807	2169	5.055949	594.196228	1166.941406
YAL067W-A	YAL067W-A	I	+	2480	2707	0.000000	0.000000	0.000000
YAL067C	SEO1	I	-	7235	9016	0.000000	0.000000	0.000000
YAL066W	YAL066W	I	+	10091	10399	0.000000	0.000000	0.000000
YAL065C	YAL065C	I	-	11565	11951	0.000000	0.000000	0.000000
YAL064W-B	YAL064W-B	I	+	12046	12426	0.000000	0.000000	0.000000
YAL064C-A	TDA8	I	-	13363	13743	0.000000	0.000000	0.000000
YAL064W	YAL064W	I	+	21566	21850	0.000000	0.000000	0.000000
YAL063C-A	YAL063C-A	I	-	22395	22685	0.000000	0.000000	0.000000
YAL063C	FLO9	I	-	24000	27968	0.000000	0.000000	0.000000
YAL062W	GDH3	I	+	31567	32940	2.421640	284.601227	558.928101
YAL061W	BDH2	I	+	33448	34701	6.620415	778.058777	1528.028931
YAL060W	BDH1	I	+	35155	36303	10.494344	1233.339111	2422.153564
YAL059C-A	YAL059C-A	I	-	36496	36918	0.000000	0.000000	0.000000
YAL059W	ECM1	I	+	36509	37147	6.732394	791.219055	1553.874390
YAL058W	CNE1	I	+	37464	38972	3.523527	414.099579	813.249817
YAL056C-A	YAL056C-A	I	-	38696	39046	0.000000	0.000000	0.000000
YAL056W	GPB2	I	+	39259	41901	5.007283	588.476807	1155.709106
YAL055W	PEX22	I	+	42177	42719	1.478821	173.797211	341.320190
YAL054C	ACS1	I	-	42881	45022	0.000000	0.000000	0.000000
YAL053W	FLC2	I	+	45899	48250	11.600462	1363.334717	2677.451904
YAL051W	OAF1	I	+	48564	51707	3.911157	459.655487	902.716980
YAL049C	AIM2	I	-	51855	52595	9.703105	1140.349365	2239.531250
YAL048C	GEM1	I	-	52801	54789	2.354056	276.658478	543.329346
YAL047W-A	YAL047W-A	I	+	54584	54913	0.000000	0.000000	0.000000
YAL047C	SPC72	I	-	54989	56857	2.226946	261.720001	513.991638
YAL046C	AIM1	I	-	57029	57385	2.651736	311.643097	612.035583
YAL045C	YAL045C	I	-	57488	57796	0.000000	0.000000	0.000000
YAL044W-A	YAL044W-A	I	+	57518	57850	7.206737	846.965759	1663.355347
YAL044C	GCV3	I	-	57950	58462	28.167641	3310.378662	6501.249512
YAL043C	PTA1	I	-	58695	61052	5.842663	686.654114	1348.519409
YAL042C-A	YAL042C-A	I	-	61231	61608	0.000000	0.000000	0.000000
YAL042W	ERV46	I	+	61316	62563	24.547876	2884.968994	5665.787598
YAL041W	CDC24	I	+	62840	65404	5.549707	652.224670	1280.903564
YAL040C	CLN3	I	-	65778	67520	5.483907	644.491638	1265.716553
YAL039C	CYC3	I	-	68716	69525	5.192593	610.255188	1198.479614
YAL038W	CDC19	I	+	71786	73288	913.113770	107312.937500	210751.796875
YAL037C-B	YAL037C-B	I	-	72326	73300	7.190661	845.076477	1659.644897
YAL037C-A	YAL037C-A	I	-	73426	73518	0.000000	0.000000	0.000000
YAL037W	YAL037W	I	+	74020	74823	1.322450	155.419846	305.228882
YAL036C	RBG1	I	-	75043	76152	13.763063	1617.492676	3176.592285
YAL035W	FUN12	I	+	76427	79435	29.408607	3456.222412	6787.671875
YAL034C-B	YAL034C-B	I	-	79489	79842	0.000000	0.000000	0.000000
YAL034W-A	MTW1	I	+	79718	80587	2.957471	347.574341	682.600952
YAL034C	FUN19	I	-	80710	81951	3.709340	435.937134	856.136536
YAL033W	POP5	I	+	82706	83227	5.334291	626.908142	1231.184326
YAL032C	PRP45	I	-	83335	84474	3.648684	428.808563	842.136780
YAL031W-A	YAL031W-A	I	+	84669	84977	0.000000	0.000000	0.000000
YAL031C	GIP4	I	-	84749	87031	3.371660	396.251556	778.198059
YAL030W	SNC1	I	+	87286	87752	13.203390	1551.717529	3047.416504
YAL029C	MYO4	I	-	87855	92270	8.279314	973.019531	1910.912231
YAL028W	FRT2	I	+	92900	94486	1.281037	150.552811	295.670532
YAL027W	SAW1	I	+	94687	95472	2.551345	299.844727	588.864746
YAL026C-A	YAL026C-A	I	-	95386	95823	5.760863	677.040649	1329.639526
YAL026C	DRS2	I	-	95630	99697	7.696629	904.539978	1776.425171
HRA1	HRA1	I	+	99305	99868	0.000000	0.000000	0.000000
YAL025C	MAK16	I	-	100225	101145	6.294246	739.726074	1452.747314
YAL024C	LTE1	I	-	101565	105872	2.353760	276.623688	543.261047
YAL023C	PMT2	I	-	106272	108551	30.135382	3541.635742	6955.415527
YAL022C	FUN26	I	-	108877	110430	5.649292	663.928345	1303.888306
YAL021C	CCR4	I	-	110846	113359	8.194511	963.053162	1891.339233
YAL020C	ATS1	I	-	113614	114615	2.071898	243.498093	478.205688
YAL019W-A	YAL019W-A	I	+	114250	114819	0.000000	0.000000	0.000000
YAL019W	FUN30	I	+	114919	118314	7.250000	852.050232	1673.340698
YAL018C	LDS1	I	-	118564	119541	0.000000	0.000000	0.000000
YAL017W	PSK1	I	+	120225	124295	5.486082	644.747253	1266.218506
YAL016C-B	YAL016C-B	I	-	124307	124492	0.000000	0.000000	0.000000
YAL016C-A	YAL016C-A	I	-	124755	125069	0.000000	0.000000	0.000000
YAL016W	TPD3	I	+	124879	126786	17.592587	2067.554199	4060.467773
YAL015C	NTG1	I	-	126903	128102	2.355833	276.867340	543.739502
YAL014C	SYN8	I	-	128252	129019	5.535156	650.514587	1277.545044
YAL013W	DEP1	I	+	129270	130487	2.998361	352.379913	692.038574
YAL012W	CYS3	I	+	130799	131983	48.703377	5723.824219	11241.012695
YAL011W	SWC3	I	+	132199	134076	2.029821	238.553024	468.494049
YAL010C	MDM10	I	-	134184	135665	2.404858	282.628967	555.054749
YAL009W	SPO7	I	+	135854	136633	2.734004	321.311554	631.023499
YAL008W	FUN14	I	+	136914	137510	5.189280	609.865845	1197.714966
YAL007C	ERP2	I	-	137698	138345	24.649691	2896.934570	5689.287109
tP(UGG)A	TRN1	I	+	139152	139254	0.000000	0.000000	0.000000
YAL005C	SSA1	I	-	139503	141431	675.234192	79356.335938	155847.843750
YAL004W	YAL004W	I	+	140760	141407	0.000000	0.000000	0.000000
YAL003W	EFB1	I	+	142174	143160	288.803528	33941.394531	66657.476562
snR18	snR18	I	+	142367	142468	10.970589	1289.309448	2532.073486
YAL002W	VPS8	I	+	143707	147531	2.184886	256.776917	504.283966
YAL001C	TFC3	I	-	147594	151166	3.417761	401.669525	788.838440
YAR002W	NUP60	I	+	152257	153876	7.902778	928.767456	1824.005615
YAR002C-A	ERP1	I	-	154065	154724	26.101515	3067.558838	6024.375977
YAR003W	SWD1	I	+	155005	156285	2.787178	327.560791	643.296326
YAR007C	RFA1	I	-	156754	158619	7.193462	845.405640	1660.291504
YAR008W	SEN34	I	+	158966	159793	2.617150	307.578369	604.052917
YAR009C	YAR009C	I	-	160597	164187	925.658325	108787.226562	213647.140625
YAR010C	YAR010C	I	-	164544	165866	939.466736	110410.054688	216834.203125
